ID,"
ZIP",Total PIF Q1 2010,Total PIF Q2 2010,Total PIF Q3 2010,Total PIF Q4 2010,Total PIF Q1 2011,P&C PIF Q1 2010,P&C PIF Q2 2010,P&C PIF Q3 2010,P&C PIF Q4 2010,P&C PIF Q1 2011,AF PIF Q1 2010,AF PIF Q2 2010,AF PIF Q3 2010,AF PIF Q4 2010,AF PIF Q1 2011,% multi-line Q1 2010,% multi-line Q2 2010,% multi-line Q3 2010,% multi-line Q4 2010,% multi-line Q1 2011,% Retention Q1 2010,% Retention Q2 2010,% Retention Q3 2010,% Retention Q4 2010,% Retention Q1 2011,created_at,updated_at
365,401,189,412,349,419,146,447,477,239,2,258,338,443,121,312,65,45,54,81,94,17,41,31,41,99,2,14/9/18 0:00,14/9/18 0:00
366,402,71,417,153,375,204,440,60,129,284,264,404,205,45,156,70,34,83,55,43,10,69,68,52,17,68,14/9/18 0:00,14/9/18 0:00
367,403,274,45,396,449,54,145,196,226,12,339,19,430,190,17,354,26,15,15,70,93,69,48,58,67,41,14/9/18 0:00,14/9/18 0:00
368,404,229,329,195,462,250,32,12,127,305,334,270,331,287,49,343,67,88,99,64,18,67,57,97,85,38,14/9/18 0:00,14/9/18 0:00
369,405,372,112,308,172,290,430,407,131,477,446,477,62,234,125,114,43,59,65,83,75,6,42,25,13,32,14/9/18 0:00,14/9/18 0:00
370,406,395,188,256,349,421,100,51,80,188,253,491,409,83,117,104,83,68,99,41,63,61,98,34,72,90,14/9/18 0:00,14/9/18 0:00
371,407,404,83,433,110,55,227,383,4,455,380,30,120,19,157,126,81,52,97,43,30,99,30,47,81,72,14/9/18 0:00,14/9/18 0:00
372,408,490,18,392,478,314,335,362,246,105,284,186,352,242,490,237,76,19,61,20,83,29,69,71,69,52,14/9/18 0:00,14/9/18 0:00
373,409,456,232,458,171,93,165,219,89,144,15,91,271,382,48,41,39,41,72,1,10,58,7,32,3,72,14/9/18 0:00,14/9/18 0:00
374,410,30,23,152,180,459,137,493,436,223,422,174,500,178,100,1,35,75,93,12,64,54,13,45,69,66,14/9/18 0:00,14/9/18 0:00
375,411,448,365,441,271,299,118,405,401,373,483,195,155,364,342,229,78,50,37,67,58,57,67,47,73,25,14/9/18 0:00,14/9/18 0:00
376,412,51,388,349,289,151,477,271,5,88,191,194,266,166,476,211,15,55,14,50,17,8,65,32,8,5,14/9/18 0:00,14/9/18 0:00
377,413,210,408,167,395,165,55,146,386,424,34,139,136,42,428,266,82,49,68,83,57,10,26,79,55,84,14/9/18 0:00,14/9/18 0:00
378,414,279,84,219,116,18,245,343,110,284,163,410,234,255,117,229,71,43,77,36,84,3,98,94,28,20,14/9/18 0:00,14/9/18 0:00
379,415,449,418,211,189,72,424,401,78,477,58,52,323,83,315,473,93,13,90,65,30,100,93,64,57,61,14/9/18 0:00,14/9/18 0:00
380,416,377,87,394,55,82,422,340,143,149,66,233,344,374,250,332,74,95,81,13,21,27,50,99,48,4,14/9/18 0:00,14/9/18 0:00
381,417,67,498,396,43,3,379,494,125,369,492,414,266,125,419,302,73,95,85,3,57,23,45,7,10,34,14/9/18 0:00,14/9/18 0:00
382,418,48,491,236,11,128,365,458,493,454,319,89,307,485,465,370,30,3,66,20,70,9,8,53,10,52,14/9/18 0:00,14/9/18 0:00
383,420,72,468,420,463,424,112,360,188,113,160,142,283,263,101,165,35,28,41,53,98,41,56,32,99,25,14/9/18 0:00,14/9/18 0:00
384,421,458,428,118,92,264,134,180,434,276,459,147,400,336,354,148,25,41,70,35,12,76,55,61,39,47,14/9/18 0:00,14/9/18 0:00
385,422,391,483,274,215,407,80,104,62,330,436,446,441,323,355,54,10,53,39,93,83,92,70,41,50,51,14/9/18 0:00,14/9/18 0:00
386,423,364,235,460,166,24,236,269,333,215,88,365,114,388,109,375,54,28,0,20,36,91,62,89,47,63,14/9/18 0:00,14/9/18 0:00
387,424,137,24,225,376,457,308,400,256,385,74,414,402,456,393,164,19,13,8,84,52,6,29,26,46,11,14/9/18 0:00,14/9/18 0:00
388,425,254,202,78,302,113,173,482,327,400,14,26,228,327,476,155,4,96,66,73,72,55,3,90,100,30,14/9/18 0:00,14/9/18 0:00
389,426,88,82,492,280,361,380,357,124,147,278,453,356,241,331,124,10,28,7,75,92,82,49,83,41,18,14/9/18 0:00,14/9/18 0:00
390,427,266,458,230,468,271,235,374,55,151,163,286,253,280,426,75,17,45,42,33,86,31,93,42,25,52,14/9/18 0:00,14/9/18 0:00
391,430,164,57,498,363,263,352,185,318,28,119,207,201,30,162,325,16,15,29,47,68,94,26,84,23,52,14/9/18 0:00,14/9/18 0:00
392,431,400,345,79,36,55,376,441,409,177,84,218,442,396,174,21,55,23,24,99,51,4,86,48,81,85,14/9/18 0:00,14/9/18 0:00
393,432,443,170,228,67,357,140,452,283,122,195,476,110,350,16,428,0,0,23,38,90,64,72,5,65,90,14/9/18 0:00,14/9/18 0:00
394,433,83,434,152,6,402,411,123,120,467,353,76,26,394,130,165,79,41,46,48,56,17,70,75,67,99,14/9/18 0:00,14/9/18 0:00
395,434,218,339,347,430,363,310,178,89,255,305,279,424,82,302,347,43,64,100,72,87,30,49,75,13,39,14/9/18 0:00,14/9/18 0:00
396,435,88,61,32,21,497,21,216,369,436,71,371,421,482,147,390,100,97,76,12,18,13,21,72,60,20,14/9/18 0:00,14/9/18 0:00
397,436,131,382,474,72,192,443,27,260,331,77,21,473,234,9,202,43,24,67,87,81,5,80,58,29,32,14/9/18 0:00,14/9/18 0:00
398,437,500,478,380,73,392,295,349,117,476,383,315,51,397,397,134,39,30,91,88,25,15,30,91,37,63,14/9/18 0:00,14/9/18 0:00
399,438,393,2,325,11,430,151,260,64,264,367,41,343,473,418,437,14,100,18,89,12,16,26,63,68,85,14/9/18 0:00,14/9/18 0:00
400,439,234,197,417,426,227,60,255,331,58,12,214,466,485,196,416,63,97,62,17,38,93,93,64,77,86,14/9/18 0:00,14/9/18 0:00
401,440,199,248,62,336,108,198,250,117,26,451,342,324,258,300,9,35,3,23,85,40,78,32,94,31,35,14/9/18 0:00,14/9/18 0:00
402,441,69,62,321,72,232,37,23,311,180,230,105,9,213,363,289,71,25,40,72,54,94,52,76,87,2,14/9/18 0:00,14/9/18 0:00
403,442,60,330,213,231,200,181,474,57,375,293,276,117,328,146,493,92,37,52,92,25,27,19,80,40,49,14/9/18 0:00,14/9/18 0:00
404,443,345,383,473,48,470,292,197,416,291,122,474,209,26,415,406,2,30,29,80,35,60,33,59,65,52,14/9/18 0:00,14/9/18 0:00
405,444,121,469,11,157,472,36,171,169,305,443,399,445,196,379,364,30,43,61,42,11,92,94,59,69,53,14/9/18 0:00,14/9/18 0:00
406,445,495,449,287,358,27,275,427,162,170,383,220,432,238,447,339,28,52,21,81,26,12,66,43,98,86,14/9/18 0:00,14/9/18 0:00
407,446,165,281,398,111,435,267,452,37,341,107,22,123,249,456,336,40,48,40,46,74,90,67,74,38,15,14/9/18 0:00,14/9/18 0:00
408,447,316,226,109,450,486,194,265,435,449,95,214,185,151,124,328,42,12,71,84,20,20,11,74,34,3,14/9/18 0:00,14/9/18 0:00
409,448,32,249,442,374,481,246,348,144,38,372,244,47,295,263,240,44,4,79,27,59,31,88,37,0,72,14/9/18 0:00,14/9/18 0:00
410,449,35,13,351,190,279,300,492,124,485,316,355,169,411,305,369,100,68,3,74,67,0,78,71,75,24,14/9/18 0:00,14/9/18 0:00
411,450,296,297,174,28,417,470,334,448,470,4,376,373,300,494,364,70,98,36,63,83,15,3,51,87,4,14/9/18 0:00,14/9/18 0:00
412,451,169,70,384,200,114,493,448,42,154,321,294,166,398,307,188,37,80,63,58,58,66,40,20,11,21,14/9/18 0:00,14/9/18 0:00
413,452,203,193,55,171,61,373,458,90,153,88,369,440,153,454,312,49,56,65,12,20,14,78,89,22,35,14/9/18 0:00,14/9/18 0:00
414,453,456,201,138,339,458,5,436,102,43,434,149,359,404,54,11,23,80,42,0,35,84,6,60,44,89,14/9/18 0:00,14/9/18 0:00
415,454,9,242,153,34,266,261,300,491,319,385,119,229,407,399,387,92,65,28,5,34,51,66,92,54,38,14/9/18 0:00,14/9/18 0:00
416,455,382,207,334,370,305,383,11,298,120,421,267,174,305,440,92,64,82,77,5,76,62,86,55,54,29,14/9/18 0:00,14/9/18 0:00
417,456,371,340,61,257,108,90,491,358,455,117,10,32,48,475,139,16,89,11,14,75,5,24,7,56,89,14/9/18 0:00,14/9/18 0:00
418,457,432,441,491,168,417,56,432,256,207,366,460,104,307,117,243,85,67,67,78,58,51,28,76,3,92,14/9/18 0:00,14/9/18 0:00
419,458,482,377,161,420,330,464,54,48,217,491,209,84,478,174,346,28,33,84,58,81,67,7,2,83,80,14/9/18 0:00,14/9/18 0:00
420,460,494,54,10,196,369,50,350,27,282,452,346,161,308,33,471,91,74,58,44,33,65,52,36,67,9,14/9/18 0:00,14/9/18 0:00
421,461,497,360,126,94,53,465,283,442,446,73,71,354,387,257,125,5,75,48,12,87,74,16,46,70,15,14/9/18 0:00,14/9/18 0:00
422,462,207,368,155,108,278,273,401,363,493,207,249,418,164,42,207,69,67,61,54,8,8,26,22,72,33,14/9/18 0:00,14/9/18 0:00
423,463,390,426,411,226,349,261,333,382,161,120,161,126,388,153,459,78,76,81,49,22,100,39,49,64,63,14/9/18 0:00,14/9/18 0:00
424,464,221,114,414,317,405,446,116,124,5,28,218,56,117,41,223,90,52,14,1,80,48,32,5,30,62,14/9/18 0:00,14/9/18 0:00
425,465,403,222,179,384,394,50,165,223,79,382,440,169,144,98,6,70,37,46,88,43,30,5,90,57,16,14/9/18 0:00,14/9/18 0:00
426,466,380,74,352,282,256,257,442,82,353,374,68,37,362,457,437,94,36,55,77,7,99,7,24,66,22,14/9/18 0:00,14/9/18 0:00
427,467,423,172,395,56,166,111,278,305,238,46,415,61,412,196,149,75,69,48,77,27,53,98,78,27,45,14/9/18 0:00,14/9/18 0:00
428,468,418,182,316,402,66,122,391,393,291,31,370,273,148,468,310,50,24,21,83,93,29,69,69,35,56,14/9/18 0:00,14/9/18 0:00
429,469,84,442,417,267,367,419,385,67,255,292,416,409,18,391,254,29,79,71,38,95,25,50,17,53,22,14/9/18 0:00,14/9/18 0:00
430,470,257,198,69,252,283,357,333,155,451,57,48,292,189,425,230,65,25,12,54,51,46,38,54,81,90,14/9/18 0:00,14/9/18 0:00
431,471,166,17,10,177,482,253,138,119,291,224,254,124,297,445,365,86,22,15,67,37,23,17,83,6,49,14/9/18 0:00,14/9/18 0:00
432,472,359,471,179,488,323,280,204,395,61,492,269,277,398,128,406,32,95,59,8,91,71,41,100,8,26,14/9/18 0:00,14/9/18 0:00
433,473,331,66,23,263,430,183,456,281,480,171,196,398,301,434,225,30,23,84,6,46,40,91,73,19,11,14/9/18 0:00,14/9/18 0:00
434,474,281,113,361,451,477,473,385,63,100,158,234,153,496,295,212,9,73,100,39,70,15,23,99,6,73,14/9/18 0:00,14/9/18 0:00
435,475,159,164,58,487,129,172,161,207,240,168,465,262,379,49,426,10,10,55,11,39,11,64,62,71,80,14/9/18 0:00,14/9/18 0:00
436,476,357,199,319,102,132,165,256,284,267,448,96,53,193,51,366,90,61,38,69,16,10,23,90,31,36,14/9/18 0:00,14/9/18 0:00
437,477,36,26,204,223,173,274,129,47,402,144,82,189,358,55,139,73,28,19,19,23,86,69,32,68,3,14/9/18 0:00,14/9/18 0:00
438,478,466,120,188,15,217,121,437,153,483,426,85,234,352,352,441,59,11,0,59,36,19,32,57,70,60,14/9/18 0:00,14/9/18 0:00
439,479,50,177,144,413,173,392,425,235,139,29,190,193,339,97,240,37,83,58,72,23,4,7,67,98,84,14/9/18 0:00,14/9/18 0:00
440,480,59,392,488,458,429,359,371,272,5,112,101,8,73,179,179,15,19,98,90,62,91,94,56,48,75,14/9/18 0:00,14/9/18 0:00
441,481,263,79,262,463,279,196,65,10,310,354,67,199,316,184,431,79,7,72,75,3,28,85,58,43,26,14/9/18 0:00,14/9/18 0:00
442,482,126,425,123,432,167,141,161,76,164,130,479,177,19,460,281,21,41,4,50,61,30,99,28,66,28,14/9/18 0:00,14/9/18 0:00
443,483,173,407,10,326,317,381,279,366,219,184,330,425,326,302,74,82,27,4,99,79,69,28,28,37,99,14/9/18 0:00,14/9/18 0:00
444,484,34,121,99,380,170,27,496,418,440,194,8,312,119,497,58,70,95,22,49,49,68,14,67,84,3,14/9/18 0:00,14/9/18 0:00
445,485,159,219,272,22,23,380,295,200,411,145,67,126,191,30,324,78,82,24,49,43,79,80,47,84,36,14/9/18 0:00,14/9/18 0:00
446,486,161,60,418,60,356,193,75,50,468,170,58,272,286,292,306,19,12,34,45,20,30,77,11,25,78,14/9/18 0:00,14/9/18 0:00
447,487,254,60,339,350,205,223,116,499,133,71,473,391,241,237,392,30,9,94,75,10,10,13,66,1,21,14/9/18 0:00,14/9/18 0:00
448,488,241,427,329,465,278,418,312,303,10,340,396,229,420,270,422,51,51,66,52,79,25,99,94,42,8,14/9/18 0:00,14/9/18 0:00
449,489,144,167,23,469,124,62,4,115,384,293,111,481,106,24,486,92,21,77,59,52,80,19,53,96,4,14/9/18 0:00,14/9/18 0:00
450,490,265,87,438,469,276,224,182,208,267,198,178,260,423,491,248,37,51,70,12,20,55,56,91,60,15,14/9/18 0:00,14/9/18 0:00
451,491,212,30,413,230,218,109,464,249,323,385,21,318,350,306,430,13,15,47,4,46,66,42,59,23,39,14/9/18 0:00,14/9/18 0:00
452,492,443,266,433,24,107,250,48,411,166,341,121,157,436,146,300,80,36,98,28,42,77,4,36,19,56,14/9/18 0:00,14/9/18 0:00
453,493,91,415,81,81,40,319,20,184,424,480,375,365,419,55,130,18,5,62,98,22,72,2,100,86,30,14/9/18 0:00,14/9/18 0:00
454,494,215,485,499,194,97,407,103,355,280,206,77,20,292,458,427,84,90,80,6,1,6,62,40,26,11,14/9/18 0:00,14/9/18 0:00
455,495,411,135,316,294,23,188,203,457,365,262,159,184,236,351,493,16,79,58,74,46,13,96,59,53,48,14/9/18 0:00,14/9/18 0:00
456,496,137,55,294,114,347,431,6,269,441,88,332,298,431,35,365,21,23,35,66,16,94,61,64,46,56,14/9/18 0:00,14/9/18 0:00
457,497,434,103,53,143,200,85,323,13,271,398,152,494,34,216,296,4,91,92,85,35,27,27,60,63,19,14/9/18 0:00,14/9/18 0:00
458,498,314,443,49,461,170,159,190,374,231,53,364,217,218,331,212,24,47,36,81,7,92,59,65,10,51,14/9/18 0:00,14/9/18 0:00
459,499,163,222,444,320,49,411,484,293,163,275,354,458,237,451,379,45,84,26,59,4,30,84,10,10,31,14/9/18 0:00,14/9/18 0:00
460,500,381,369,385,160,267,402,236,429,495,78,155,126,75,388,169,15,55,72,55,38,57,63,4,100,63,14/9/18 0:00,14/9/18 0:00
461,501,285,266,498,442,474,159,41,225,181,34,396,32,15,279,42,93,85,19,66,28,100,82,94,72,41,14/9/18 0:00,14/9/18 0:00
462,502,112,239,114,424,2,242,274,361,328,427,420,421,130,325,143,97,89,11,38,84,95,42,22,27,73,14/9/18 0:00,14/9/18 0:00
463,503,232,185,454,400,229,70,245,234,93,324,264,457,280,248,18,94,64,21,23,59,32,50,43,69,16,14/9/18 0:00,14/9/18 0:00
464,504,345,214,201,173,151,276,444,481,301,37,113,7,53,436,69,93,49,76,95,12,39,23,9,1,30,14/9/18 0:00,14/9/18 0:00
465,505,128,243,477,345,380,254,394,310,414,154,310,102,272,164,214,25,71,65,58,4,42,40,85,52,71,14/9/18 0:00,14/9/18 0:00
466,506,301,386,438,170,84,124,49,156,400,52,369,400,322,3,112,86,65,31,23,77,80,65,16,87,94,14/9/18 0:00,14/9/18 0:00
467,507,203,491,140,38,13,334,217,25,18,433,167,291,129,83,450,33,0,99,27,42,82,84,79,62,57,14/9/18 0:00,14/9/18 0:00
468,508,334,236,43,301,362,171,235,322,230,81,219,92,102,90,205,44,5,8,8,90,79,67,98,14,41,14/9/18 0:00,14/9/18 0:00
469,510,484,151,141,47,203,169,413,279,455,331,361,357,426,240,219,54,89,79,99,34,7,92,78,6,23,14/9/18 0:00,14/9/18 0:00
470,511,468,418,83,422,169,386,410,213,34,449,308,114,232,108,112,69,60,13,80,94,42,68,89,3,46,14/9/18 0:00,14/9/18 0:00
471,512,63,112,53,355,365,497,358,41,369,265,257,189,77,480,398,70,52,10,6,29,56,11,43,47,51,14/9/18 0:00,14/9/18 0:00
472,513,277,16,172,188,150,301,489,169,493,180,237,340,410,114,366,0,46,59,97,77,14,13,56,87,73,14/9/18 0:00,14/9/18 0:00
473,514,190,157,197,210,198,17,300,277,454,68,236,27,112,350,84,71,65,90,5,41,60,14,63,17,99,14/9/18 0:00,14/9/18 0:00
474,515,212,41,269,256,144,393,387,225,151,116,379,496,226,415,215,51,44,94,49,90,51,29,10,85,86,14/9/18 0:00,14/9/18 0:00
475,516,404,298,94,286,85,298,47,84,196,94,138,232,251,441,118,89,90,35,66,49,22,60,5,19,87,14/9/18 0:00,14/9/18 0:00
476,520,1,400,14,52,169,183,335,326,355,435,363,34,452,23,216,75,96,69,79,95,9,31,38,89,61,14/9/18 0:00,14/9/18 0:00
477,521,36,419,160,5,310,189,111,174,187,401,115,45,468,469,464,41,89,9,68,90,25,60,42,85,1,14/9/18 0:00,14/9/18 0:00
478,522,93,224,219,287,366,300,451,284,412,346,120,178,96,372,17,5,41,54,62,7,45,67,11,52,59,14/9/18 0:00,14/9/18 0:00
479,523,247,476,65,74,86,131,39,104,197,244,12,274,150,449,486,49,34,85,33,37,88,94,87,5,64,14/9/18 0:00,14/9/18 0:00
480,524,439,395,8,75,284,314,50,101,387,488,416,32,275,122,208,10,63,3,3,0,44,1,84,53,20,14/9/18 0:00,14/9/18 0:00
481,525,175,62,266,27,413,339,126,101,183,294,490,93,400,295,334,90,77,75,84,69,21,67,38,94,87,14/9/18 0:00,14/9/18 0:00
482,526,463,57,227,45,445,346,169,197,480,61,320,123,225,128,128,32,93,38,18,84,46,24,70,56,96,14/9/18 0:00,14/9/18 0:00
483,527,314,21,164,202,477,160,53,20,142,57,375,397,225,131,185,18,13,74,52,85,45,39,93,49,63,14/9/18 0:00,14/9/18 0:00
484,528,128,114,83,95,450,389,87,131,445,425,36,478,361,412,320,46,68,36,51,68,80,98,66,1,61,14/9/18 0:00,14/9/18 0:00
485,530,181,205,327,114,265,499,343,455,38,476,346,481,87,23,79,67,74,91,74,74,35,34,47,80,0,14/9/18 0:00,14/9/18 0:00
486,531,146,429,337,434,196,353,133,442,222,25,168,366,477,449,395,6,42,38,58,93,24,57,44,24,39,14/9/18 0:00,14/9/18 0:00
487,532,426,102,429,225,151,83,351,288,290,405,236,329,135,3,413,52,23,43,35,74,28,25,1,94,27,14/9/18 0:00,14/9/18 0:00
488,534,460,153,432,102,82,152,301,292,355,373,54,187,360,443,332,46,56,96,4,48,81,79,56,88,98,14/9/18 0:00,14/9/18 0:00
489,535,113,32,471,137,423,158,1,423,88,479,131,353,314,233,214,13,44,51,83,18,30,0,86,88,77,14/9/18 0:00,14/9/18 0:00
490,537,193,203,71,416,249,40,356,216,52,437,13,308,404,24,118,40,58,9,77,50,40,100,28,42,53,14/9/18 0:00,14/9/18 0:00
491,538,81,493,431,246,451,193,38,203,266,472,92,265,56,132,290,8,63,30,40,31,9,98,38,31,19,14/9/18 0:00,14/9/18 0:00
492,539,24,319,441,73,292,261,282,298,287,456,477,204,491,262,383,27,21,25,94,76,51,68,98,97,80,14/9/18 0:00,14/9/18 0:00
493,540,329,270,152,230,301,236,30,71,215,396,267,264,401,230,128,69,37,0,80,89,16,15,93,89,49,14/9/18 0:00,14/9/18 0:00
494,541,333,32,55,83,236,86,163,164,318,268,381,356,87,6,404,17,62,4,57,24,26,47,2,61,67,14/9/18 0:00,14/9/18 0:00
495,542,393,348,180,241,320,447,375,294,118,50,473,144,103,394,266,44,42,93,42,100,21,95,54,49,29,14/9/18 0:00,14/9/18 0:00
496,543,218,56,217,144,248,247,465,183,94,36,158,454,194,227,215,50,8,62,45,48,6,57,1,79,28,14/9/18 0:00,14/9/18 0:00
497,544,305,400,73,405,123,89,391,217,330,271,44,358,312,360,312,28,72,20,39,93,33,40,75,99,21,14/9/18 0:00,14/9/18 0:00
498,545,17,65,21,499,259,500,83,217,54,25,452,140,311,228,74,87,0,21,19,74,4,91,61,90,48,14/9/18 0:00,14/9/18 0:00
499,546,51,202,335,405,178,240,200,292,288,131,238,309,192,312,204,16,100,18,39,98,79,46,98,15,70,14/9/18 0:00,14/9/18 0:00
500,547,257,84,409,210,421,141,295,480,416,451,188,184,146,94,325,46,89,12,63,62,79,22,49,1,12,14/9/18 0:00,14/9/18 0:00
501,548,69,96,99,49,75,398,82,203,278,374,488,290,124,416,116,11,21,66,38,31,42,76,88,54,80,14/9/18 0:00,14/9/18 0:00
502,549,201,353,247,40,148,47,314,210,159,195,84,435,244,202,438,42,53,68,12,65,51,99,85,33,8,14/9/18 0:00,14/9/18 0:00
503,550,281,350,372,304,339,461,252,472,357,255,473,435,91,22,48,28,20,99,47,61,21,97,73,57,28,14/9/18 0:00,14/9/18 0:00
504,551,212,321,494,126,417,488,498,57,441,404,300,35,185,14,173,78,99,95,13,70,30,68,20,46,89,14/9/18 0:00,14/9/18 0:00
505,553,437,50,89,295,25,413,220,263,89,305,93,95,255,264,150,96,13,80,65,8,68,1,20,49,58,14/9/18 0:00,14/9/18 0:00
506,554,363,457,488,367,97,218,120,348,232,337,247,81,147,305,356,21,52,78,4,49,40,88,11,21,33,14/9/18 0:00,14/9/18 0:00
507,556,53,267,451,45,204,423,294,278,389,60,1,3,148,294,194,48,61,58,92,30,81,77,3,61,4,14/9/18 0:00,14/9/18 0:00
508,557,228,197,474,372,12,207,391,176,319,90,16,212,430,477,186,62,74,62,99,75,89,0,27,34,9,14/9/18 0:00,14/9/18 0:00
509,558,374,355,19,45,248,13,25,420,41,414,91,472,8,329,369,65,79,89,32,46,1,66,26,20,57,14/9/18 0:00,14/9/18 0:00
510,559,419,150,66,437,258,469,92,224,257,352,75,488,362,397,156,77,5,66,60,40,56,69,35,14,69,14/9/18 0:00,14/9/18 0:00
511,560,9,163,340,158,112,296,337,313,84,7,121,339,323,42,225,20,1,67,22,11,13,26,100,24,3,14/9/18 0:00,14/9/18 0:00
512,561,152,259,243,86,496,344,479,132,344,106,425,229,206,147,40,10,57,77,57,62,81,15,78,26,23,14/9/18 0:00,14/9/18 0:00
513,562,487,428,198,365,128,16,201,485,81,62,185,198,116,423,43,100,18,28,78,72,4,19,80,66,73,14/9/18 0:00,14/9/18 0:00
514,563,472,352,297,431,165,385,81,69,267,401,472,337,179,142,106,32,38,69,37,21,94,89,86,80,65,14/9/18 0:00,14/9/18 0:00
515,564,14,274,421,418,310,408,172,325,226,19,406,267,464,19,438,49,34,12,68,87,14,97,31,79,3,14/9/18 0:00,14/9/18 0:00
516,565,273,25,91,500,318,215,471,250,70,212,155,55,88,112,188,42,4,30,16,2,29,11,3,60,23,14/9/18 0:00,14/9/18 0:00
517,566,92,418,46,256,498,300,302,295,9,128,173,197,245,217,367,95,79,19,91,41,67,15,52,96,98,14/9/18 0:00,14/9/18 0:00
518,567,86,145,34,314,97,132,187,324,104,38,386,358,294,357,466,10,77,19,28,85,81,36,32,92,100,14/9/18 0:00,14/9/18 0:00
519,570,499,256,137,435,164,408,161,117,175,470,230,394,218,323,464,69,28,92,31,75,61,7,64,87,90,14/9/18 0:00,14/9/18 0:00
520,571,481,354,189,82,31,309,169,382,475,110,376,361,354,414,348,39,56,3,47,13,29,57,23,87,31,14/9/18 0:00,14/9/18 0:00
521,572,459,249,474,28,122,481,306,127,253,169,263,378,192,119,494,41,80,79,5,80,86,23,82,33,38,14/9/18 0:00,14/9/18 0:00
522,573,6,368,276,125,381,121,61,376,500,40,416,80,431,325,126,90,16,45,82,33,81,47,12,48,50,14/9/18 0:00,14/9/18 0:00
523,574,313,371,390,258,80,464,34,61,116,315,429,85,436,8,54,59,92,19,48,78,56,42,83,91,40,14/9/18 0:00,14/9/18 0:00
524,575,368,442,35,328,387,463,307,458,419,469,25,168,131,149,210,67,100,25,34,7,56,57,48,37,95,14/9/18 0:00,14/9/18 0:00
525,576,447,458,487,386,212,347,441,298,44,136,464,277,369,199,465,59,61,63,6,98,32,55,90,35,95,14/9/18 0:00,14/9/18 0:00
526,577,389,368,54,27,20,233,461,77,110,493,358,45,322,492,1,89,10,13,68,51,74,20,19,29,96,14/9/18 0:00,14/9/18 0:00
527,580,287,111,34,341,307,369,289,406,104,451,377,296,235,483,161,41,44,21,50,51,8,47,52,73,87,14/9/18 0:00,14/9/18 0:00
528,581,294,51,492,200,163,327,248,191,257,198,59,173,322,437,88,82,56,6,59,73,71,55,93,31,15,14/9/18 0:00,14/9/18 0:00
529,582,489,444,482,382,174,390,15,200,202,432,427,132,112,496,42,30,35,18,88,48,58,40,61,10,35,14/9/18 0:00,14/9/18 0:00
530,583,157,347,267,55,142,47,266,343,29,240,12,264,334,370,461,96,48,49,72,71,61,31,79,18,71,14/9/18 0:00,14/9/18 0:00
531,584,9,253,259,128,436,261,371,165,309,112,240,216,275,56,180,98,95,19,81,35,20,59,60,70,33,14/9/18 0:00,14/9/18 0:00
532,585,128,434,186,259,166,157,330,346,401,117,288,369,439,427,60,17,95,26,82,90,68,69,0,6,75,14/9/18 0:00,14/9/18 0:00
533,586,259,411,148,101,160,168,172,215,495,243,365,271,179,378,166,71,97,74,55,68,30,75,72,69,59,14/9/18 0:00,14/9/18 0:00
534,587,8,358,123,221,61,345,202,48,485,205,169,335,233,481,480,43,21,33,16,16,1,62,34,87,73,14/9/18 0:00,14/9/18 0:00
535,588,500,118,319,34,100,311,409,442,173,393,442,128,122,467,361,55,71,11,74,2,80,18,13,47,91,14/9/18 0:00,14/9/18 0:00
536,590,300,181,384,181,325,488,264,36,226,246,144,462,402,451,356,5,58,23,59,14,81,59,28,99,0,14/9/18 0:00,14/9/18 0:00
537,591,417,353,254,347,40,323,231,233,455,124,162,175,436,299,177,82,38,63,84,5,33,34,77,75,34,14/9/18 0:00,14/9/18 0:00
538,592,376,344,84,395,112,209,472,116,428,377,136,348,373,240,89,63,48,30,28,93,22,81,82,24,70,14/9/18 0:00,14/9/18 0:00
539,593,332,77,164,106,21,205,483,328,396,423,299,244,4,171,480,53,88,15,3,65,18,85,96,48,60,14/9/18 0:00,14/9/18 0:00
540,594,173,215,419,405,464,281,113,298,110,297,337,85,242,254,489,94,67,81,1,92,46,85,100,58,51,14/9/18 0:00,14/9/18 0:00
541,595,96,133,253,479,39,21,154,216,467,346,19,401,317,64,197,69,100,93,12,97,63,82,67,65,44,14/9/18 0:00,14/9/18 0:00
542,596,57,479,456,181,296,338,283,105,147,399,349,398,97,130,459,60,24,85,47,97,21,2,20,45,27,14/9/18 0:00,14/9/18 0:00
543,597,368,210,257,125,488,223,75,430,458,329,380,49,480,354,3,8,5,44,84,45,8,95,52,21,22,14/9/18 0:00,14/9/18 0:00
544,598,181,119,336,320,216,389,189,164,204,370,8,183,470,33,57,1,76,79,40,25,2,39,39,23,37,14/9/18 0:00,14/9/18 0:00
545,599,335,96,44,420,97,494,258,138,174,33,377,1,357,275,423,1,62,23,76,30,73,72,85,6,68,14/9/18 0:00,14/9/18 0:00
546,600,327,314,210,287,215,171,475,418,263,366,297,425,31,36,18,94,84,29,29,93,62,84,44,52,62,14/9/18 0:00,14/9/18 0:00
547,601,217,358,458,98,44,93,438,349,327,142,282,141,424,500,213,82,96,1,52,47,90,49,51,68,45,14/9/18 0:00,14/9/18 0:00
548,602,246,489,395,87,327,415,205,383,380,91,205,74,81,329,476,90,52,39,47,38,16,31,22,97,69,14/9/18 0:00,14/9/18 0:00
