id,agent_id,agent_name,tier_y,tier_x,tenure,pif_x_auto,pif_x_home,pif_x_otherpc,pif_x_financial,pif_x_total,BusZip5,BusZip3,created_at,updated_at,multiline,retention,pif_y_home,pif_y_hvh,pif_y_other,pif_y_total,premium_y_total,agent_city
4307,4307,Xavier Wright Enterprise,2,4,6-10,14976,233,102,4066,19377,98012,980,2014-09-13 00:00:00,2014-09-13 00:00:00,0.67,0.77,1873,93,2437,5875,6315625,Springfield
26,26,Wyatt Hall Group,1,2,6-10,14683,7254,623,1999,24559,30577,305,2014-09-13 00:00:00,2014-09-13 00:00:00,0.92,0.88,3523,4,2496,4257,4597560,Miami
1581,1581,Nicholas Wood Group,1,2,11+,10652,4597,2199,5585,23033,19440,194,2014-09-13 00:00:00,2014-09-13 00:00:00,0.83,0.70,3818,13,2143,4308,4264920,Springfield
3202,3202,Cameron Anderson Team,2,5,6-10,8467,3778,2857,3722,18824,89031,890,2014-09-13 00:00:00,2014-09-13 00:00:00,0.76,0.89,518,81,3754,5929,6818350,Seattle
561,561,Connor Howard Inc,1,1,11+,10151,4940,5766,5428,26285,13057,130,2014-09-13 00:00:00,2014-09-13 00:00:00,0.86,0.92,2160,26,1267,6831,6967620,Chicago
5260,5260,Charles Moore Agency,4,1,0-2,9621,2986,2742,6073,21422,45240,452,2014-09-13 00:00:00,2014-09-13 00:00:00,0.46,0.40,3441,50,3427,3366,3433320,Boston
5815,5815,Caleb Phillips Inc,3,2,11+,3407,6069,35,4907,14418,87401,874,2014-09-13 00:00:00,2014-09-13 00:00:00,0.60,0.38,2639,5,3172,4474,5055620,Orlando
5787,5787,Matthew Campbell Group,2,2,11+,11350,2411,803,2717,17281,36201,362,2014-09-13 00:00:00,2014-09-13 00:00:00,0.68,0.92,5949,70,2396,1877,1914540,Boston
3772,3772,Nathan Sullivan Enterprise,4,2,11+,11068,6733,1259,2748,21808,2891,28,2014-09-13 00:00:00,2014-09-13 00:00:00,0.51,0.64,4946,66,3532,1751,1873570,Los Angeles
5797,5797,Brayden Evans LLC,3,5,11+,17873,1831,1064,964,21732,15044,150,2014-09-13 00:00:00,2014-09-13 00:00:00,0.59,0.54,963,33,2482,6817,7635040,San Francisco
4510,4510,Michael Turner Team,1,3,6-10,18613,6387,4961,220,30181,75019,750,2014-09-13 00:00:00,2014-09-13 00:00:00,0.72,0.79,5345,82,1055,3814,3699580,New York
864,864,Zachary Jackson Assoc,5,1,0-2,17759,7106,3705,7147,35717,55124,551,2014-09-13 00:00:00,2014-09-13 00:00:00,0.25,0.14,3178,26,436,6657,7588980,Springfield
5775,5775,Liam Morris Group,1,4,,6700,816,7071,791,15378,8822,88,2014-09-13 00:00:00,2014-09-13 00:00:00,0.74,0.70,1220,78,1385,7621,8687940,Boston
7295,7295,William Davis Inc,1,1,3-5,4927,7576,1686,7349,21538,11379,113,2014-09-13 00:00:00,2014-09-13 00:00:00,0.68,0.84,4595,29,84,5596,6267520,Orlando
1006,1006,Nicholas Martin Team,4,2,0-2,12599,231,7434,4908,25172,75075,750,2014-09-13 00:00:00,2014-09-13 00:00:00,0.38,0.43,3407,89,4792,2017,2077510,Los Angeles
845,845,Blake Green Enterprise,5,3,6-10,1777,441,4056,6854,13128,53211,532,2014-09-13 00:00:00,2014-09-13 00:00:00,0.23,0.08,7465,78,2311,465,492900,New York
4528,4528,Ryan James LLC,2,5,0-2,10101,7271,5155,2950,25477,53132,531,2014-09-13 00:00:00,2014-09-13 00:00:00,0.87,0.94,5830,48,1617,2824,2965200,Seattle
2849,2849,Adam Rodriguez Group,1,4,11+,5833,5216,6576,1522,19147,99701,997,2014-09-13 00:00:00,2014-09-13 00:00:00,0.75,0.86,5219,3,1274,3824,4321120,Springfield
5607,5607,Xavier Scott Team,3,5,11+,16428,372,2409,1823,21032,10710,107,2014-09-13 00:00:00,2014-09-13 00:00:00,0.61,0.57,7346,41,1945,989,949440,Los Angeles
7075,7075,Nolan Moore Enterprise,1,2,,2789,5886,3473,7779,19927,7670,76,2014-09-13 00:00:00,2014-09-13 00:00:00,0.85,0.93,529,89,2997,6709,7111540,Boston
346,346,Landon Roberts Enterprise,1,1,6-10,8656,3389,5382,5664,23091,55372,553,2014-09-13 00:00:00,2014-09-13 00:00:00,0.95,0.92,1756,77,3987,4505,4279750,Seattle
2057,2057,Kayden Hernandez LLC,5,4,11+,15377,5113,4652,3754,28896,19606,196,2014-09-13 00:00:00,2014-09-13 00:00:00,0.17,0.18,4461,63,2669,3132,3319920,Miami
1561,1561,Kayden Sullivan Inc,2,1,0-2,18001,7323,7467,7669,40460,83651,836,2014-09-13 00:00:00,2014-09-13 00:00:00,0.88,0.72,6266,100,1349,2613,2482350,New York
1712,1712,Kevin Ortiz Agency,4,1,0-2,11362,705,5436,5799,23302,75080,750,2014-09-13 00:00:00,2014-09-13 00:00:00,0.61,0.39,5612,47,2625,2044,2125760,Tucson
5723,5723,Jonathan Robinson Inc,4,1,3-5,11391,4878,6254,5032,27555,29640,296,2014-09-13 00:00:00,2014-09-13 00:00:00,0.49,0.55,3791,49,4995,1493,1612440,New York
3402,3402,Julian Fisher Assoc,1,4,11+,11405,6604,1859,2817,22685,10801,108,2014-09-13 00:00:00,2014-09-13 00:00:00,0.67,0.90,5489,46,1196,3599,3706970,Los Angeles
8279,8279,Jaxon Perry LLC,3,1,11+,19076,2899,2916,6633,31524,77494,774,2014-09-13 00:00:00,2014-09-13 00:00:00,0.36,0.64,2668,27,4376,3260,3325200,Los Angeles
2990,2990,Colton Ross Inc,3,3,3-5,8678,4596,595,1184,15053,78727,787,2014-09-13 00:00:00,2014-09-13 00:00:00,0.51,0.44,1279,5,2655,6395,7162400,New York
6660,6660,Connor Rodriguez Insurance,3,2,0-2,18856,4853,6450,3572,33731,94122,941,2014-09-13 00:00:00,2014-09-13 00:00:00,0.65,0.41,6583,80,1521,2150,2343500,New York
3045,3045,Sebastian Moore Agency,5,3,11+,728,1258,5517,2503,10006,19438,194,2014-09-13 00:00:00,2014-09-13 00:00:00,0.26,0.07,6553,26,1754,2002,2202200,Seattle
2754,2754,Austin Baker Insurance,1,5,3-5,4192,4937,3389,4427,16945,37303,373,2014-09-13 00:00:00,2014-09-13 00:00:00,0.71,0.69,5136,82,1242,3883,3727680,Chicago
4482,4482,Joshua Patel Team,1,1,11+,14444,3303,776,856,19379,44720,447,2014-09-13 00:00:00,2014-09-13 00:00:00,0.83,0.80,171,51,963,9159,8701050,Los Angeles
7832,7832,Eric Russell LLC,3,5,11+,13553,5900,7917,771,28141,96740,967,2014-09-13 00:00:00,2014-09-13 00:00:00,0.62,0.55,678,92,3771,5805,6501600,Chicago
2838,2838,Nicholas Ortiz Assoc,2,1,11+,3093,1014,1331,5013,10451,98908,989,2014-09-13 00:00:00,2014-09-13 00:00:00,0.87,0.89,1815,57,660,7817,8598700,Tucson
4058,4058,Bentley Long Enterprise,5,5,3-5,9441,266,7117,7809,24633,39759,397,2014-09-13 00:00:00,2014-09-13 00:00:00,0.10,0.07,4119,13,439,5778,6586920,Seattle
5100,5100,Robert Cruz LLC,3,2,11+,4313,409,6240,4102,15064,90211,902,2014-09-13 00:00:00,2014-09-13 00:00:00,0.38,0.62,8424,56,1020,850,977500,Seattle
1893,1893,Jaxon Rodriguez Team,2,3,6-10,19788,4290,836,4556,29470,48170,481,2014-09-13 00:00:00,2014-09-13 00:00:00,0.72,0.75,557,50,2335,7409,7557180,San Francisco
1430,1430,Bentley White Insurance,1,5,11+,12973,3090,6966,7569,30598,37069,370,2014-09-13 00:00:00,2014-09-13 00:00:00,0.94,0.68,6206,74,2968,1104,1247520,Miami
685,685,Brody Miller Assoc,4,5,3-5,14212,4964,3512,4516,27204,19152,191,2014-09-13 00:00:00,2014-09-13 00:00:00,0.44,0.55,3997,6,2563,3788,4091040,Boston
6454,6454,Owen Young LLC,5,4,11+,1043,6737,2750,7050,17580,33180,331,2014-09-13 00:00:00,2014-09-13 00:00:00,0.09,0.10,5950,24,23,4357,4444140,Los Angeles
4336,4336,Nathaniel Stewart Insurance,1,3,3-5,12652,328,6121,2230,21331,18603,186,2014-09-13 00:00:00,2014-09-13 00:00:00,0.67,0.72,4990,15,3099,2256,2278560,San Francisco
87,87,Nathaniel Smith Enterprise,1,5,3-5,17585,3779,1851,3440,26655,75080,750,2014-09-13 00:00:00,2014-09-13 00:00:00,0.86,0.86,5305,97,3991,968,1026080,Boston
190,190,Ayden Torres LLC,3,3,6-10,17398,5416,5058,1532,29404,60137,601,2014-09-13 00:00:00,2014-09-13 00:00:00,0.47,0.39,4990,89,192,5092,5550280,Boston
5225,5225,Nathan Lewis Team,2,3,0-2,9049,2466,2375,4592,18482,19977,199,2014-09-13 00:00:00,2014-09-13 00:00:00,0.87,0.66,6639,45,1852,1827,1991430,Boston
8051,8051,Jackson Williams Inc,3,2,0-2,17630,7629,4977,2782,33018,92392,923,2014-09-13 00:00:00,2014-09-13 00:00:00,0.37,0.64,4803,84,4527,951,998550,Chicago
5858,5858,Wyatt Butler Assoc,3,5,0-2,10593,5284,7192,4370,27439,79912,799,2014-09-13 00:00:00,2014-09-13 00:00:00,0.58,0.50,3520,38,2165,4643,5107300,San Francisco
4413,4413,Jason Roberts Insurance,3,4,0-2,14977,3129,598,5565,24269,27282,272,2014-09-13 00:00:00,2014-09-13 00:00:00,0.35,0.54,8249,85,1168,868,902720,Boston
7699,7699,Cameron Gomez Agency,3,4,11+,7541,4327,5314,3677,20859,94558,945,2014-09-13 00:00:00,2014-09-13 00:00:00,0.49,0.39,4902,41,3610,1822,1803780,Tucson
8298,8298,Josiah Parker Enterprise,4,4,11+,735,4014,7538,1518,13805,95131,951,2014-09-13 00:00:00,2014-09-13 00:00:00,0.51,0.51,5483,12,2861,2023,2184840,New York
8006,8006,Jayden Parker Team,2,1,6-10,4648,1461,5157,1881,13147,33954,339,2014-09-13 00:00:00,2014-09-13 00:00:00,0.76,0.83,2459,62,1928,5934,6230700,Boston
2509,2509,Julian Lewis Enterprise,2,2,0-2,9188,48,3678,7078,19992,18902,189,2014-09-13 00:00:00,2014-09-13 00:00:00,0.75,0.88,2368,88,4552,3376,3882400,Boston
567,567,Evan Roberts Enterprise,4,5,11+,17132,4251,2098,4060,27541,14625,146,2014-09-13 00:00:00,2014-09-13 00:00:00,0.47,0.46,7850,48,1281,1208,1232160,Chicago
7284,7284,Jayden Morales Inc,3,5,0-2,7296,5360,6883,1042,20581,29464,294,2014-09-13 00:00:00,2014-09-13 00:00:00,0.41,0.38,7865,32,1932,558,585900,Tucson
6739,6739,Connor Garcia Team,1,5,0-2,2609,2508,5556,493,11166,6118,61,2014-09-13 00:00:00,2014-09-13 00:00:00,0.75,0.95,4982,90,237,5085,5440950,Orlando
624,624,Liam Phillips Insurance,3,2,11+,18300,5506,6560,4096,34462,55434,554,2014-09-13 00:00:00,2014-09-13 00:00:00,0.49,0.63,7831,74,463,2028,2210520,Orlando
6547,6547,Parker Clark Assoc,1,3,6-10,15976,6666,5118,1083,28843,32503,325,2014-09-13 00:00:00,2014-09-13 00:00:00,0.93,0.73,6677,7,28,3684,4236600,Tucson
7209,7209,Robert Rivera Group,5,5,11+,10325,1231,4704,3620,19880,92021,920,2014-09-13 00:00:00,2014-09-13 00:00:00,0.15,0.27,8186,31,2178,2,2060,Boston
3622,3622,Caleb Wilson Team,1,4,11+,6574,4970,1484,5885,18913,30106,301,2014-09-13 00:00:00,2014-09-13 00:00:00,0.91,0.81,1639,1,847,7912,8386720,Orlando
534,534,Eli Martinez Team,1,5,11+,6857,7940,4210,4260,23267,22033,220,2014-09-13 00:00:00,2014-09-13 00:00:00,0.93,0.89,3203,44,430,6728,6593440,San Francisco
2834,2834,Luke Adams Enterprise,3,1,11+,14590,313,5843,3472,24218,84106,841,2014-09-13 00:00:00,2014-09-13 00:00:00,0.55,0.65,889,61,1506,7952,8111040,Orlando
2502,2502,Chase Clark Insurance,2,5,0-2,17096,6779,7418,4759,36052,18644,186,2014-09-13 00:00:00,2014-09-13 00:00:00,0.79,0.66,6635,77,3330,367,400030,Seattle
5140,5140,Robert Cruz Team,4,3,11+,16578,3514,6278,4659,31029,18508,185,2014-09-13 00:00:00,2014-09-13 00:00:00,0.38,0.50,2460,97,4906,2949,3184920,Boston
2580,2580,Matthew White Group,2,3,11+,10776,944,3029,3491,18240,70072,700,2014-09-13 00:00:00,2014-09-13 00:00:00,0.89,0.92,67,8,723,9616,10385280,San Francisco
5205,5205,Henry Barnes Enterprise,1,3,11+,14306,7422,6298,80,28106,20735,207,2014-09-13 00:00:00,2014-09-13 00:00:00,0.68,0.77,7115,21,1317,1966,2142940,San Francisco
2738,2738,Joseph Garcia Team,1,1,3-5,7532,6560,565,7240,21897,48309,483,2014-09-13 00:00:00,2014-09-13 00:00:00,0.85,0.77,12,89,480,9843,10039860,Tucson
3868,3868,Jordan Carter Enterprise,5,2,6-10,12173,6314,5713,3497,27697,21108,211,2014-09-13 00:00:00,2014-09-13 00:00:00,0.13,0.13,4071,90,640,5624,6298880,Los Angeles
4586,4586,Eric White Insurance,1,3,3-5,5586,4428,3932,6896,20842,71291,712,2014-09-13 00:00:00,2014-09-13 00:00:00,0.86,0.82,6,88,3376,6955,7650500,Tucson
6992,6992,Robert Price LLC,5,4,11+,10358,1164,5682,6187,23391,95482,954,2014-09-13 00:00:00,2014-09-13 00:00:00,0.26,0.17,2715,44,1637,6037,6459590,Tucson
1150,1150,Dylan Kelly Agency,2,3,0-2,17284,7909,7239,7710,40142,53913,539,2014-09-13 00:00:00,2014-09-13 00:00:00,0.90,0.68,6221,22,2147,2049,2202675,Seattle
3425,3425,Owen Ward Team,3,5,0-2,11088,3126,3791,7104,25109,78232,782,2014-09-13 00:00:00,2014-09-13 00:00:00,0.55,0.45,4368,70,1294,4708,4566760,Boston
2452,2452,Easton Harris Insurance,3,4,11+,7101,1168,1934,6052,16255,85367,853,2014-09-13 00:00:00,2014-09-13 00:00:00,0.48,0.38,5282,61,2785,2313,2243610,Los Angeles
8252,8252,Robert Watson Group,2,3,3-5,8954,5542,6122,1667,22285,2893,28,2014-09-13 00:00:00,2014-09-13 00:00:00,0.93,0.88,9278,44,371,748,807840,Springfield
6700,6700,Caleb Brown Group,4,2,,11700,7539,3787,5245,28271,7645,76,2014-09-13 00:00:00,2014-09-13 00:00:00,0.41,0.65,6407,52,2812,1171,1276390,New York
5164,5164,Anthony Foster Agency,3,5,11+,17227,3947,6163,7965,35302,30122,301,2014-09-13 00:00:00,2014-09-13 00:00:00,0.53,0.35,7174,11,586,2672,2912480,Miami
3207,3207,Isaac Ross LLC,1,1,6-10,9414,7950,1253,2019,20636,81147,811,2014-09-13 00:00:00,2014-09-13 00:00:00,0.67,0.82,7267,36,1512,1629,1840770,Seattle
7694,7694,Christopher Bennett Team,5,5,6-10,8162,6473,540,997,16172,33950,339,2014-09-13 00:00:00,2014-09-13 00:00:00,0.27,0.28,4226,12,3842,2364,2245800,Boston
6431,6431,Hunter Lopez Team,4,4,,1020,7082,299,3008,11409,8050,80,2014-09-13 00:00:00,2014-09-13 00:00:00,0.48,0.51,2004,28,2214,6199,6818900,Boston
1913,1913,Tristan Rogers LLC,2,2,0-2,6623,521,7214,1632,15990,38115,381,2014-09-13 00:00:00,2014-09-13 00:00:00,0.83,0.70,5104,2,1855,3486,3974040,Boston
6655,6655,Chase Scott Team,1,3,6-10,1436,7112,4345,7500,20393,47807,478,2014-09-13 00:00:00,2014-09-13 00:00:00,0.92,0.89,4959,70,1917,3502,3817180,New York
7488,7488,Carter Adams Agency,2,5,11+,376,6295,4222,1581,12474,77070,770,2014-09-13 00:00:00,2014-09-13 00:00:00,0.83,0.81,2777,93,3208,4372,4765480,Chicago
2689,2689,Christian Morris Inc,3,5,,1349,483,3835,7072,12739,30363,303,2014-09-13 00:00:00,2014-09-13 00:00:00,0.63,0.40,6524,16,1504,2407,2671770,Chicago
1678,1678,Parker Cruz Group,1,5,11+,5650,7370,3012,5375,21407,3820,38,2014-09-13 00:00:00,2014-09-13 00:00:00,0.83,0.74,5217,10,1602,3624,4095120,Seattle
182,182,Bryson Roberts Agency,3,1,,5836,3492,492,6967,16787,7205,72,2014-09-13 00:00:00,2014-09-13 00:00:00,0.39,0.45,6292,92,816,3254,3481780,Miami
1313,1313,Blake Barnes Inc,5,3,6-10,17796,3983,7807,7566,37152,11803,118,2014-09-13 00:00:00,2014-09-13 00:00:00,0.25,0.29,7199,100,1064,2092,2008320,Miami
3292,3292,Cameron Edwards LLC,1,2,11+,18684,3890,5531,1583,29688,43082,430,2014-09-13 00:00:00,2014-09-13 00:00:00,0.71,0.83,2913,40,2953,4553,5099360,Chicago
1725,1725,Carter Green LLC,3,1,0-2,2965,5114,6144,2715,16938,10956,109,2014-09-13 00:00:00,2014-09-13 00:00:00,0.40,0.46,2865,54,3606,3936,4368960,Los Angeles
4404,4404,Tristan Thompson Insurance,4,4,11+,180,6356,7555,4975,19066,83814,838,2014-09-13 00:00:00,2014-09-13 00:00:00,0.54,0.59,1088,85,4057,5232,5912160,Springfield
1740,1740,Kevin Butler Inc,5,1,0-2,12144,3592,3935,2407,22078,73139,731,2014-09-13 00:00:00,2014-09-13 00:00:00,0.08,0.17,6894,72,1364,2134,2283380,Orlando
844,844,Gabriel Carter Inc,5,3,6-10,11587,862,2304,6193,20946,45601,456,2014-09-13 00:00:00,2014-09-13 00:00:00,0.22,0.24,6001,68,1410,2986,3105440,Tucson
8244,8244,Alex Morris Inc,2,1,0-2,19391,3568,6193,2241,31393,78501,785,2014-09-13 00:00:00,2014-09-13 00:00:00,0.75,0.67,24,29,148,10274,10376740,Orlando
5975,5975,Caleb Morris LLC,5,1,6-10,6455,5802,5590,200,18047,35661,356,2014-09-13 00:00:00,2014-09-13 00:00:00,0.29,0.06,1565,71,185,8656,9954400,Chicago
2408,2408,Wyatt Patel Assoc,3,2,3-5,17324,7344,2401,4112,31181,89030,890,2014-09-13 00:00:00,2014-09-13 00:00:00,0.57,0.37,65,43,2906,7466,7764640,Los Angeles
3843,3843,Austin Garcia Assoc,2,1,6-10,8764,6684,1787,4102,21337,80002,800,2014-09-13 00:00:00,2014-09-13 00:00:00,0.72,0.91,4895,89,3659,1839,1967730,Chicago
4536,4536,Ethan Ortiz Assoc,5,5,0-2,4591,5146,3325,2047,15109,79936,799,2014-09-13 00:00:00,2014-09-13 00:00:00,0.30,0.22,1637,95,1121,7630,8202250,Orlando
5400,5400,Jayden Garcia Group,2,2,11+,8655,5321,3435,1139,18550,98034,980,2014-09-13 00:00:00,2014-09-13 00:00:00,0.81,0.75,4635,21,3848,1980,1999800,San Francisco
7408,7408,Isaac Roberts LLC,1,4,11+,8734,727,7261,5651,22373,31520,315,2014-09-13 00:00:00,2014-09-13 00:00:00,0.79,0.77,2786,11,4022,3668,4181520,Orlando
7980,7980,William Hill Inc,3,2,11+,19408,6872,5007,576,31863,32210,322,2014-09-13 00:00:00,2014-09-13 00:00:00,0.45,0.35,534,6,3434,6518,6843900,Springfield
3383,3383,Matthew Rogers Group,1,4,0-2,656,1341,570,6346,8913,83704,837,2014-09-13 00:00:00,2014-09-13 00:00:00,0.79,0.84,9047,59,179,1208,1244240,Seattle
1143,1143,Isaiah Ross Agency,1,3,0-2,15934,4142,7705,5531,33312,80303,803,2014-09-13 00:00:00,2014-09-13 00:00:00,0.77,0.74,8251,26,389,1829,2011900,Orlando
6390,6390,Ian Martinez Enterprise,1,1,11+,9935,5809,7005,7283,30032,92173,921,2014-09-13 00:00:00,2014-09-13 00:00:00,0.94,0.93,3414,27,4168,2886,3001440,Seattle
74,74,Brayden Moore Inc,5,4,0-2,8444,2026,4489,2903,17862,20904,209,2014-09-13 00:00:00,2014-09-13 00:00:00,0.24,0.14,2766,8,694,7028,7801080,Tucson
3955,3955,Connor Perez Inc,5,5,11+,6471,4479,7387,2290,20627,47150,471,2014-09-13 00:00:00,2014-09-13 00:00:00,0.23,0.16,2244,73,896,7284,7648200,Los Angeles
1246,1246,Damian Lewis Inc,1,1,,5328,6830,7984,7404,27546,60025,600,2014-09-13 00:00:00,2014-09-13 00:00:00,0.83,0.71,3607,11,837,6049,6502675,Boston
2544,2544,Jose Jackson Insurance,2,2,0-2,11621,6480,4473,103,22677,99019,990,2014-09-13 00:00:00,2014-09-13 00:00:00,0.69,0.66,8549,41,697,1219,1310425,Boston
257,257,Eli Thomas Assoc,4,2,11+,14414,4379,197,3040,22030,55428,554,2014-09-13 00:00:00,2014-09-13 00:00:00,0.46,0.58,3866,78,3150,3416,3347680,San Francisco
2449,2449,Gabriel Flores Insurance,4,5,11+,8438,7076,1928,6659,24101,85254,852,2014-09-13 00:00:00,2014-09-13 00:00:00,0.41,0.47,1919,3,1217,7371,7002450,Boston
4490,4490,Evan Butler Inc,5,3,6-10,15365,6222,3173,2613,27373,43015,430,2014-09-13 00:00:00,2014-09-13 00:00:00,0.23,0.19,2507,56,4990,2959,3180925,San Francisco
5287,5287,Jayden Ortiz Team,2,3,11+,7546,3359,7084,6384,24373,16148,161,2014-09-13 00:00:00,2014-09-13 00:00:00,0.83,0.90,1057,3,4403,5050,5757000,Boston
480,480,Isaiah Roberts Assoc,3,2,6-10,900,1271,43,5482,7696,29505,295,2014-09-13 00:00:00,2014-09-13 00:00:00,0.39,0.62,379,90,557,9488,10436800,Los Angeles
3498,3498,Chase Clark Inc,5,3,11+,1707,995,4994,2347,10043,15905,159,2014-09-13 00:00:00,2014-09-13 00:00:00,0.06,0.16,2006,19,2700,5789,5557440,Chicago
785,785,Gavin Ortiz Agency,5,1,0-2,4088,684,3434,1673,9879,21037,210,2014-09-13 00:00:00,2014-09-13 00:00:00,0.10,0.14,7196,99,2775,447,496170,Los Angeles
4878,4878,Robert Jenkins LLC,2,2,0-2,8343,4196,4776,6409,23724,80222,802,2014-09-13 00:00:00,2014-09-13 00:00:00,0.74,0.95,7861,29,1985,647,659940,San Francisco
5803,5803,Alex Roberts Inc,5,2,6-10,4907,2223,827,5109,13066,28601,286,2014-09-13 00:00:00,2014-09-13 00:00:00,0.08,0.06,1038,82,2161,7242,7386840,Seattle
7837,7837,Cameron Wong Enterprise,4,5,6-10,3817,7368,6415,7353,24953,28097,280,2014-09-13 00:00:00,2014-09-13 00:00:00,0.52,0.48,7047,49,1055,2387,2721180,Seattle
5196,5196,Kevin Parker Insurance,4,4,6-10,19547,3599,4659,1213,29018,85268,852,2014-09-13 00:00:00,2014-09-13 00:00:00,0.59,0.41,8088,74,1001,1377,1542240,Orlando
6258,6258,Wyatt Johnson LLC,4,5,11+,7649,1661,2095,1837,13242,92154,921,2014-09-13 00:00:00,2014-09-13 00:00:00,0.57,0.44,4883,39,4086,1539,1754460,Seattle
7179,7179,Sebastian Williams Assoc,5,3,11+,4941,6220,5373,5723,22257,79928,799,2014-09-13 00:00:00,2014-09-13 00:00:00,0.25,0.18,831,14,1328,8375,9631250,San Francisco
2312,2312,Xavier Wilson Insurance,2,3,11+,11020,450,4389,588,16447,89074,890,2014-09-13 00:00:00,2014-09-13 00:00:00,0.88,0.81,5414,91,2151,2898,2782080,Boston
4665,4665,Luis Allen Insurance,3,5,6-10,9840,1895,3007,5822,20564,60181,601,2014-09-13 00:00:00,2014-09-13 00:00:00,0.46,0.43,373,38,3504,6639,6838170,Springfield
7791,7791,Gavin Richardson LLC,5,5,3-5,16509,3310,7919,2585,30323,32817,328,2014-09-13 00:00:00,2014-09-13 00:00:00,0.12,0.10,3481,86,4068,2923,2806080,San Francisco
5871,5871,Cooper Brooks Enterprise,5,4,11+,16504,2080,6258,3313,28155,28334,283,2014-09-13 00:00:00,2014-09-13 00:00:00,0.25,0.24,186,2,1005,9366,10068450,New York
3715,3715,Gavin Gonzalez Agency,4,3,6-10,9973,2007,6624,1926,20530,60056,600,2014-09-13 00:00:00,2014-09-13 00:00:00,0.43,0.53,7093,2,2264,1206,1145700,New York
4926,4926,Brody Lee Team,2,4,11+,2360,6673,6218,7054,22305,10530,105,2014-09-13 00:00:00,2014-09-13 00:00:00,0.83,0.80,1130,79,17,9341,9527820,New York
6264,6264,Jackson Williams Group,1,4,6-10,11496,3650,7654,5899,28699,98275,982,2014-09-13 00:00:00,2014-09-13 00:00:00,0.75,0.89,7415,26,71,3055,3085550,New York
2457,2457,Benjamin Martin Assoc,1,5,3-5,321,2237,3196,3621,9375,89139,891,2014-09-13 00:00:00,2014-09-13 00:00:00,0.85,0.83,6061,31,257,4220,4304400,Los Angeles
2529,2529,Bob Stewart LLC,3,2,0-2,19059,5673,4320,5490,34542,76020,760,2014-09-13 00:00:00,2014-09-13 00:00:00,0.60,0.61,4141,1,3793,2635,2924850,Springfield
4650,4650,Oliver Perez Team,3,4,11+,9901,3151,3016,4337,20405,12205,122,2014-09-13 00:00:00,2014-09-13 00:00:00,0.64,0.36,2828,60,3365,4320,4406400,Orlando
5529,5529,Xavier Morris Inc,5,3,11+,8854,560,545,1508,11467,63017,630,2014-09-13 00:00:00,2014-09-13 00:00:00,0.16,0.28,2465,93,3741,4274,4658660,San Francisco
456,456,Jonathan Johnson Inc,4,5,3-5,6988,5245,6714,4511,23458,21093,210,2014-09-13 00:00:00,2014-09-13 00:00:00,0.49,0.47,5558,43,3193,1784,1980240,Orlando
1945,1945,Jacob Morales Group,5,3,0-2,19427,3695,6851,2226,32199,99507,995,2014-09-13 00:00:00,2014-09-13 00:00:00,0.19,0.24,3837,64,3039,3640,4113200,Springfield
2123,2123,Owen Davis Inc,5,4,3-5,333,3219,2594,1255,7401,21704,217,2014-09-13 00:00:00,2014-09-13 00:00:00,0.15,0.29,5292,31,1162,4095,4135950,Miami
5378,5378,Colton Kelly Group,3,1,11+,7356,5083,594,7144,20177,32746,327,2014-09-13 00:00:00,2014-09-13 00:00:00,0.63,0.44,7599,19,737,2229,2184420,Tucson
8155,8155,Chase Brown Insurance,2,2,3-5,1250,5199,3370,4335,14154,92882,928,2014-09-13 00:00:00,2014-09-13 00:00:00,0.85,0.73,7059,55,94,3377,3208150,Chicago
4007,4007,Grayson Martinez Enterprise,1,1,11+,10641,3374,7948,4826,26789,71119,711,2014-09-13 00:00:00,2014-09-13 00:00:00,0.73,0.69,68,70,4169,6281,5966950,Miami
2672,2672,Jonathan Sullivan Insurance,3,3,6-10,17416,1353,6045,3767,28581,48124,481,2014-09-13 00:00:00,2014-09-13 00:00:00,0.40,0.52,644,89,2296,7560,8127000,Los Angeles
6435,6435,Aaron Sullivan Group,5,3,11+,5862,6385,5819,5856,23922,85705,857,2014-09-13 00:00:00,2014-09-13 00:00:00,0.09,0.18,5802,56,1873,2860,3146000,Los Angeles
7527,7527,Carlos Hall Insurance,5,3,11+,18283,2579,2344,1003,24209,60620,606,2014-09-13 00:00:00,2014-09-13 00:00:00,0.07,0.22,1889,26,282,8397,8816850,New York
5330,5330,Nathan Turner Assoc,1,1,3-5,16108,7910,7685,3735,35438,31210,312,2014-09-13 00:00:00,2014-09-13 00:00:00,0.87,0.92,2403,12,1195,6985,7508875,Miami
7892,7892,Tristan Barnes Agency,4,1,11+,4445,2049,7650,3584,17728,27292,272,2014-09-13 00:00:00,2014-09-13 00:00:00,0.40,0.35,7677,18,882,2022,2173650,Boston
4970,4970,Zachary Gutierrez LLC,3,1,0-2,5640,2445,5872,7974,21931,60031,600,2014-09-13 00:00:00,2014-09-13 00:00:00,0.65,0.43,1600,24,2821,6155,7078250,Orlando
5102,5102,Austin Flores Assoc,2,5,11+,11051,1058,3638,3439,19186,33781,337,2014-09-13 00:00:00,2014-09-13 00:00:00,0.68,0.82,4259,2,1794,4547,5047170,Seattle
6531,6531,Luis Ward LLC,4,4,11+,11395,6800,2209,782,21186,85032,850,2014-09-13 00:00:00,2014-09-13 00:00:00,0.45,0.64,6379,35,728,3460,3806000,Boston
